id,client_id,card_brand,card_number,expires,cvv,credit_limit,acct_open_date,year_pin_last_changed,days_since_last_trx,count_nonfraud_trx_L6M,amt_nonfraud_trx_L6M,count_fraud_trx_L6M,amt_fraud_trx_L6M
4475,146,Visa,4778924908010471,02/2027,656,Rp47.572.000,02/2021,2023,27,7.0,Rp8.231.200,,
4476,1117,Visa,4416198606646677,12/2026,143,Rp31.104.000,12/2020,2023,15,42.0,Rp50.779.800,,
4477,181,Amex,383087654646315,12/2025,884,Rp21.495.000,12/2019,2024,604,,,,
4478,1759,Amex,350118327144025,05/2026,754,Rp15.533.000,05/2020,2024,127,1.0,Rp59.600,,
4479,266,Mastercard,5392581536940682,04/2026,63,Rp15.858.000,04/2020,2024,604,,,,
4480,1173,Mastercard,5972507233494518,02/2026,29,Rp27.462.000,02/2020,2024,30,4.0,Rp3.036.700,,
4481,467,Mastercard,5318644266130472,01/2027,925,Rp49.802.000,01/2021,2024,42,12.0,Rp12.206.000,,
4482,1670,Visa,4011659941572561,01/2029,523,Rp38.442.000,01/2023,2024,46,4.0,Rp1.369.700,,
4483,1059,Visa,4602472596754075,04/2029,588,Rp42.419.000,04/2023,2024,604,,,,
4484,332,Visa,4400145099296126,07/2026,57,Rp46.643.000,07/2020,2024,57,3.0,Rp1.406.100,,
4485,1433,Visa,4889540259167879,07/2027,890,Rp6.590.000,07/2021,2024,50,5.0,Rp575.300,,
4486,1763,Visa,4680710047774163,05/2026,450,Rp19.173.000,09/1998,2016,25,285.0,Rp127.886.400,,
4487,946,Mastercard,5364046151913832,05/2029,969,Rp1.422.000,10/1997,2018,604,,,,
4488,1357,Amex,323578133531197,06/2028,404,Rp12.552.000,09/2000,2008,8,74.0,Rp48.811.000,,
4489,201,Mastercard,"5,39207E+15",10/2027,353,Rp10.826.000,09/2000,2014,28,55.0,Rp40.804.400,3.0,Rp3.139.500
4491,845,Mastercard,5355473722620842,05/2027,63,Rp21.227.000,09/2001,2012,5,126.0,Rp96.447.600,,
4492,80,Visa,4749460533827117,09/2028,680,Rp2.672.000,09/2002,2014,16,151.0,Rp36.043.100,,
4493,1928,Mastercard,5622935637285354,05/2030,799,Rp37.797.000,09/2003,2014,17,212.0,Rp141.108.600,,
4495,546,Mastercard,"5,63293E+15",10/2029,688,Rp14.568.000,09/2003,2018,13,166.0,Rp126.432.600,,
4496,1475,Visa,4783119984911395,10/2026,467,Rp24.345.000,09/2003,2019,5,212.0,Rp83.800.700,,
4497,589,Mastercard,5025895057524839,01/2027,367,Rp14.061.000,09/2004,2016,20,102.0,Rp64.719.000,,
4498,1245,Mastercard,5709693631749938,10/2027,320,Rp10.404.000,09/2004,2017,28,116.0,Rp39.999.800,,
4499,766,Visa,4093339040695481,08/2026,907,Rp22.355.000,09/2004,2015,604,,,,
4500,879,Visa,4988862076390748,08/2030,244,Rp19.117.000,09/2004,2015,2,282.0,Rp115.552.800,,
4501,976,Visa,4752612253568533,08/2028,162,Rp17.872.000,09/2004,2020,3,173.0,Rp101.352.300,,
4502,1058,Visa,4106850529116001,06/2026,205,Rp24.666.000,09/2004,2016,17,405.0,Rp250.902.500,,
4503,1876,JCB,6208549056774201,06/2026,325,Rp15.376.000,09/2005,2016,28,97.0,Rp81.570.200,,
4504,766,Mastercard,5981688151498054,04/2029,148,Rp10.079.000,09/2005,2017,604,,,,
4505,55,Mastercard,5279944889030781,06/2030,556,Rp27.889.000,09/2005,2013,604,,,,
4506,241,Mastercard,5877605571862978,08/2029,436,Rp17.603.000,09/2005,2015,6,163.0,Rp88.382.200,,
4507,1104,Visa,4699453860223857,04/2030,654,Rp32.425.000,09/2005,2016,604,,,,
4508,1190,Visa,4227482000380763,07/2028,795,Rp7.301.000,09/2005,2012,5,320.0,Rp196.255.900,,
4509,1048,Amex,346055751406362,09/2028,56,Rp5.962.000,09/2006,2014,604,,,,
4510,1674,Mastercard,5813611925507601,12/2026,734,Rp36.765.000,09/2006,2013,10,157.0,Rp74.836.700,,
4511,992,Mastercard,5848472394865253,10/2026,65,Rp14.121.000,09/2006,2015,5,112.0,Rp133.150.700,1.0,Rp13.301.800
4512,351,Mastercard,5025292542824623,04/2027,264,Rp14.557.000,09/2006,2016,7,98.0,Rp45.268.200,,
4513,506,Mastercard,5945533510367596,01/2030,959,Rp23.378.000,09/2006,2013,0,308.0,Rp317.516.900,,
4514,827,Mastercard,5447568212155022,03/2030,975,Rp12.761.000,09/2006,2017,18,32.0,Rp11.218.100,,
4515,631,Mastercard,5364261943325012,06/2028,255,Rp26.529.000,09/2006,2018,24,85.0,Rp34.837.400,,
4516,1774,Visa,4296121621030187,01/2029,314,Rp22.823.000,09/2006,2013,26,143.0,Rp85.724.300,,
4517,496,Amex,317569527961909,03/2029,740,Rp10.669.000,09/2007,2007,12,69.0,Rp52.061.000,,
4518,354,Mastercard,5645109053545738,02/2030,508,Rp55.983.000,09/2007,2019,13,154.0,Rp85.523.500,,
4519,619,Mastercard,5415811108637059,05/2029,230,Rp62.142.000,09/2007,2013,24,104.0,Rp72.929.000,,
4520,630,Mastercard,5384345955909701,02/2027,595,Rp28.336.000,09/2007,2024,13,329.0,Rp405.415.200,,
4521,1523,Mastercard,5315137645798994,04/2029,777,Rp19.374.000,09/2007,2013,15,261.0,Rp85.472.100,,
4524,825,Visa,4344676511950444,12/2028,623,Rp38.119.000,09/2007,2013,14,114.0,Rp106.788.400,1.0,-Rp7.421.400
4525,81,Visa,4328702811759379,02/2028,564,Rp16.631.000,09/2007,2018,28,85.0,Rp63.303.900,,
4526,113,Visa,4171435281156177,01/2029,914,Rp27.473.000,09/2007,2013,3,91.0,Rp113.745.500,,
4527,321,Visa,"4,28459E+15",03/2028,664,Rp14.749.000,05/2005,2011,604,,,,
4528,928,Visa,4565738687713649,03/2026,549,Rp22.813.000,09/2007,2007,9,147.0,Rp62.366.000,,
4529,1896,JCB,6771746312163081,03/2029,841,Rp22.594.000,09/2008,2016,49,39.0,Rp34.809.200,,
4530,1171,JCB,6282899513197827,11/2027,66,Rp13.023.000,09/2008,2016,21,73.0,Rp95.944.200,,
4531,847,Mastercard,5350725222706426,04/2027,29,Rp5.335.000,09/2008,2013,4,262.0,Rp304.819.700,,
4532,957,Mastercard,5405712448987535,06/2026,515,Rp43.891.000,09/2008,2017,18,161.0,Rp66.998.800,,
4533,1193,Mastercard,5485368757971908,01/2026,442,Rp40.603.000,09/2008,2014,17,192.0,Rp93.244.900,,
4534,460,Mastercard,5577008661015609,02/2030,114,Rp45.308.000,09/2008,2022,14,164.0,Rp118.580.100,,
4535,1461,Mastercard,5583589115477515,06/2026,661,Rp37.270.000,09/2008,2023,10,181.0,Rp77.786.800,,
4536,814,Mastercard,5975850851446048,10/2030,385,Rp12.963.000,09/2008,2023,9,417.0,Rp177.324.200,,
4537,1746,Visa,4404898874682993,11/2026,736,Rp43.148.000,09/2003,2017,604,,,,
4539,1074,Visa,4479936453853477,09/2030,793,Rp23.581.000,09/2008,2012,16,57.0,Rp37.698.300,,
4540,597,Visa,4682047932663844,01/2029,822,Rp119.782.000,09/2008,2019,14,213.0,Rp106.593.500,,
4541,1662,Visa,4182859596486161,09/2026,890,Rp43.965.000,09/2008,2016,6,417.0,Rp416.008.500,,
4542,1196,Visa,4898915603819946,06/2026,656,Rp17.416.000,09/2008,2016,22,271.0,Rp277.407.400,,
4543,1898,Visa,4307225452598898,03/2029,672,Rp15.847.000,09/2008,2016,9,254.0,Rp233.684.500,,
4544,60,Visa,"4,37287E+15",11/2026,785,Rp10.042.000,09/2008,2015,13,226.0,Rp254.978.900,,
4545,484,Visa,4597915385582398,09/2026,864,Rp16.875.000,07/2006,2025,604,,,,
4546,1827,Amex,359523053030416,07/2027,87,Rp16.318.000,09/2009,2022,23,126.0,Rp124.792.400,,
4547,566,Amex,304564349597311,11/2030,170,Rp19.926.000,09/2009,2013,8,253.0,Rp133.524.400,,
4548,1128,Mastercard,"5,49355E+15",08/2030,774,Rp23.708.000,09/2009,2014,17,266.0,Rp94.165.400,,
4549,1613,Mastercard,5431233824162772,04/2028,976,Rp9.094.000,09/2009,2016,13,160.0,Rp147.675.900,,
4551,1883,Mastercard,5391562008232881,01/2029,139,Rp33.326.000,09/2009,2011,604,,,,
4553,1843,Mastercard,5813126802246388,12/2028,390,Rp16.691.000,09/2009,2015,2,246.0,Rp141.986.100,,
4554,1541,Mastercard,5697088180898071,08/2029,622,Rp329.000,03/2008,2014,604,,,,
4555,1404,Mastercard,"5,9526E+15",05/2026,895,Rp3.127.000,09/2009,2019,3,129.0,Rp74.970.100,,
4556,1189,Mastercard,5739094385227541,04/2029,905,Rp23.849.000,03/2006,2019,604,,,,
4557,1777,Mastercard,5523521756936715,02/2029,646,Rp51.612.000,09/2009,2010,27,285.0,Rp166.329.400,,
4558,779,Mastercard,5948253675276941,11/2027,348,Rp16.719.000,09/2009,2016,2,207.0,Rp135.265.700,,
4559,1742,Visa,"4,36537E+15",07/2026,290,Rp18.415.000,09/2009,2014,10,205.0,Rp106.737.000,,
4560,236,Visa,4003314505746426,07/2027,531,Rp9.533.000,09/2009,2016,12,412.0,Rp491.794.700,1.0,Rp588.100
4561,1221,Visa,4002059636609265,06/2029,735,Rp13.336.000,09/2009,2016,28,143.0,Rp99.851.600,3.0,Rp4.192.300
4562,648,Visa,4143468711704435,04/2026,494,Rp6.433.000,06/2008,2015,604,,,,
4563,667,Visa,4223920442824595,08/2029,77,Rp71.945.000,09/2009,2018,21,147.0,Rp98.672.000,,
4564,274,Visa,4636302289774996,09/2020,898,,09/2009,2015,604,,,,
4565,1963,Visa,4845860911762398,12/2029,234,Rp32.478.000,09/2009,2017,16,831.0,Rp453.053.900,,
4566,1971,Visa,4328249998295607,11/2029,853,Rp7.200.000,09/2009,2017,20,253.0,Rp135.135.700,1.0,-Rp6.840.800
4567,374,Visa,4340110703036077,05/2028,710,Rp29.452.000,09/2009,2014,18,87.0,Rp38.527.400,,
4569,259,Visa,4992225653748607,08/2030,385,Rp41.707.000,09/2009,2010,604,,,,
4570,1283,Amex,388335286539294,09/2027,695,Rp30.596.000,09/2010,2012,3,239.0,Rp211.601.500,,
4571,744,Amex,320874983741928,08/2027,637,Rp32.008.000,09/2010,2021,23,73.0,Rp71.164.000,,
4572,1626,Amex,367423467093893,12/2028,764,Rp11.297.000,09/2010,2016,1,700.0,Rp697.777.100,,
4573,1209,Amex,339030327753446,02/2027,650,Rp30.439.000,09/2010,2018,3,401.0,Rp590.404.000,,
4574,1088,Amex,356216577809094,01/2029,298,Rp11.454.000,09/2010,2015,2,202.0,Rp199.804.400,,
4575,561,Mastercard,5175842699412235,12/2030,438,Rp14.278.000,09/2010,2020,15,219.0,Rp138.656.700,,
4576,456,Mastercard,5915761072331247,08/2026,754,Rp19.760.000,09/2010,2019,14,484.0,Rp242.994.600,,
4577,252,Mastercard,5415548034534018,02/2030,874,Rp21.064.000,09/2010,2020,17,108.0,Rp40.987.900,,
4578,317,Mastercard,5843002193982556,02/2026,247,Rp14.592.000,09/2010,2019,7,33.0,Rp8.456.800,,
4579,1330,Mastercard,5728056480439167,06/2030,992,Rp22.669.000,09/2010,2016,27,389.0,Rp224.020.400,,
4580,403,Mastercard,5523941420112539,07/2027,71,Rp10.916.000,09/2010,2016,24,217.0,Rp144.507.900,1.0,Rp607.500
4581,60,Mastercard,"5,40954E+15",01/2029,23,Rp16.056.000,09/2010,2022,31,88.0,Rp65.987.200,,
4583,1128,Visa,4923375841500665,01/2026,785,Rp13.493.000,09/2010,2016,4,45.0,Rp46.450.300,,
4584,961,Visa,4587193711138824,10/2028,166,Rp28.713.000,09/2010,2010,29,271.0,Rp204.970.000,1.0,Rp8.196.500
4585,65,Visa,4270727314191306,09/2030,431,Rp21.106.000,09/2010,2017,7,249.0,Rp139.586.300,,
4586,113,Visa,4197307053098795,02/2028,125,Rp32.179.000,09/2010,2012,29,86.0,Rp93.044.400,,
4587,1791,Visa,4510686870861755,01/2029,713,Rp12.285.000,09/2010,2015,20,150.0,Rp66.703.600,,
4588,509,Visa,4262181069766792,07/2028,519,Rp19.959.000,09/2010,2020,7,279.0,Rp139.750.700,,
4589,221,Visa,4474874486729578,11/2027,557,Rp1.596.000,09/2010,2015,604,,,,
4591,1813,Visa,4281927270188113,03/2027,372,Rp21.182.000,09/2010,2018,2,186.0,Rp212.033.500,,
4592,1170,Visa,4192874179326162,07/2027,680,Rp12.395.000,09/2010,2014,31,200.0,Rp139.933.700,,
4593,1008,Amex,398596768092162,05/2028,360,Rp32.321.000,04/2009,2013,604,,,,
4594,744,JCB,6907469862919142,01/2027,78,Rp16.788.000,09/2011,2022,7,58.0,Rp46.292.400,1.0,Rp5.642.000
4596,1155,Mastercard,5854333169733349,04/2029,280,Rp17.505.000,11/2006,2016,604,,,,
4598,1377,Mastercard,5132040468161147,06/2028,792,Rp7.191.000,09/2011,2020,604,,,,
4599,845,Mastercard,5634291050750009,02/2027,759,Rp19.407.000,09/2011,2015,31,121.0,Rp80.829.000,1.0,Rp2.419.100
4600,311,Mastercard,5840051343792983,02/2030,650,Rp10.042.000,09/2011,2016,24,34.0,Rp20.602.100,,
4602,377,Mastercard,5870688639058028,02/2030,916,Rp51.206.000,09/2011,2021,27,118.0,Rp76.935.500,,
4603,623,Mastercard,5595541886484466,10/2028,173,Rp23.463.000,12/2006,2012,604,,,,
4605,1127,Mastercard,5365437807241284,12/2029,623,Rp4.407.000,09/2011,2016,13,317.0,Rp164.574.900,,
4606,1210,Mastercard,"5,69011E+15",07/2029,318,Rp16.614.000,09/2011,2020,31,177.0,Rp96.457.300,,
4608,138,Mastercard,5243935173726742,04/2027,608,Rp9.067.000,09/2011,2019,11,142.0,Rp55.265.400,1.0,Rp2.921.200
4609,219,Mastercard,5006759821122988,06/2026,152,Rp12.544.000,09/2011,2011,2,162.0,Rp56.561.100,,
4610,1306,Mastercard,5600916670945192,04/2025,252,,09/2011,2015,604,,,,
4613,989,Mastercard,5545483213832558,06/2026,645,Rp31.134.000,09/2011,2020,1,88.0,Rp109.369.000,,
4614,1194,Visa,4678372291668326,07/2026,966,Rp22.123.000,09/2011,2016,19,328.0,Rp219.717.400,2.0,-Rp2.885.300
4615,1910,Visa,"4,1012E+15",06/2026,810,Rp13.434.000,09/2011,2013,25,306.0,Rp165.000.700,,
4616,1731,Visa,4601299602284616,03/2028,652,Rp24.825.000,09/2011,2014,16,47.0,Rp37.262.300,2.0,Rp2.103.700
4617,447,Visa,4659755318123494,01/2030,764,Rp14.121.000,09/2011,2013,20,166.0,Rp117.893.200,,
4618,187,Visa,4508583693612523,02/2030,224,Rp4.864.000,09/2011,2011,604,,,,
4619,222,Visa,4850638391545334,08/2029,739,Rp98.619.000,11/2006,2011,604,,,,
4623,364,Visa,4748763826906132,01/2027,478,Rp18.357.000,09/2011,2015,12,314.0,Rp307.726.300,,
4624,576,Visa,"4,93052E+15",08/2028,813,Rp59.082.000,09/2011,2015,14,71.0,Rp48.466.000,,
4625,1533,Visa,4126905879157834,03/2029,238,Rp24.006.000,09/2011,2015,21,128.0,Rp186.116.500,,
4626,1098,Visa,4587822219584718,07/2029,49,Rp19.832.000,09/2011,2014,11,611.0,Rp294.493.100,,
4627,1175,Visa,"4,70812E+15",12/2026,26,Rp2.750.000,09/2011,2017,604,,,,
4628,1705,Visa,4758003951001274,06/2031,604,Rp2.077.000,09/2011,2018,604,,,,
4629,1294,Visa,4341572026253689,03/2026,774,Rp30.895.000,09/2011,2016,24,250.0,Rp253.086.000,1.0,Rp311.900
4630,1726,Visa,"4,80185E+15",06/2031,591,Rp26.281.000,09/2011,2017,604,,,,
4631,245,Amex,303388287085492,02/2027,532,Rp13.964.000,09/2012,2012,604,,,,
4632,63,Mastercard,5566429737412055,04/2030,6,Rp24.089.000,09/2012,2016,27,189.0,Rp59.053.700,1.0,Rp6.721.000
4633,1907,Mastercard,5904516440918627,09/2029,838,Rp13.089.000,09/2012,2014,604,,,,
4634,1466,Mastercard,"5,8014E+15",10/2030,190,Rp15.376.000,09/2012,2020,9,287.0,Rp174.796.900,,
4635,1993,Mastercard,5682670963531855,02/2026,350,Rp52.511.000,09/2012,2015,10,124.0,Rp96.797.800,2.0,-Rp2.405.400
4636,222,Mastercard,5747958873333088,05/2027,825,Rp73.148.000,09/2012,2015,30,220.0,Rp416.987.600,,
4637,551,Mastercard,5830088551579353,08/2029,234,Rp21.751.000,09/2012,2019,604,,,,
4638,1813,Mastercard,5920524223877097,11/2030,661,Rp19.299.000,09/2012,2013,10,192.0,Rp244.742.600,,
4639,0,Mastercard,5802759460691737,12/2025,312,Rp27.614.000,09/2012,2019,3,316.0,Rp334.964.900,,
4640,703,Mastercard,5563354301495546,09/2027,337,Rp6.802.000,09/2012,2012,604,,,,
4641,1127,Mastercard,5968559734305335,01/2028,303,Rp38.619.000,09/2012,2017,27,336.0,Rp155.386.500,,
4642,686,Mastercard,5233470858754888,08/2030,870,Rp7.373.000,09/2012,2023,604,,,,
4643,1367,Mastercard,5556924127105785,05/2031,777,Rp14.435.000,09/2012,2012,10,30.0,Rp19.335.600,,
4644,1416,Mastercard,5804202825966463,08/2029,21,Rp35.499.000,09/2012,2013,4,77.0,Rp68.876.500,2.0,Rp1.459.000
4645,1787,Mastercard,5409754518829059,04/2029,806,Rp24.320.000,09/2012,2017,17,282.0,Rp276.986.100,,
4646,921,Mastercard,5607342055934669,07/2029,833,Rp27.820.000,09/2012,2016,22,118.0,Rp126.801.500,1.0,Rp12.027.300
4648,68,Visa,4281200324251212,09/2031,865,Rp33.870.000,09/2012,2012,13,138.0,Rp108.074.200,,
4649,891,Visa,4750471235873274,09/2029,924,Rp38.080.000,09/2012,2013,14,195.0,Rp90.739.000,,
4650,1114,Visa,4417056929607717,09/2031,693,Rp19.612.000,09/2012,2018,7,124.0,Rp73.939.200,,
4651,735,Visa,4986982616793595,03/2027,992,Rp29.183.000,09/2012,2013,604,,,,
4652,1,Visa,"4,41992E+15",12/2027,1,Rp20.083.000,09/2012,2016,20,271.0,Rp156.740.500,,
4653,1881,Visa,4908654507582365,04/2026,24,Rp24.790.000,09/2012,2018,27,239.0,Rp137.110.700,,
4654,106,Visa,"4,22233E+15",01/2026,364,Rp30.468.000,11/2007,2015,604,,,,
4655,1783,Amex,316138720673532,09/2026,876,Rp14.749.000,09/2013,2013,18,51.0,Rp17.802.500,,
4656,1798,Amex,356971060636319,08/2029,531,Rp14.121.000,09/2013,2013,604,,,,
4657,1598,JCB,6755650709292906,05/2029,220,Rp8.316.000,09/2013,2016,28,28.0,Rp31.063.000,,
4658,739,JCB,6865624170982694,06/2029,784,Rp10.826.000,07/2009,2016,604,,,,
4660,898,Mastercard,"5,92314E+15",02/2028,934,Rp11.832.000,09/2013,2018,5,168.0,Rp48.090.800,,
4661,996,Mastercard,5617375085275816,06/2028,228,Rp29.529.000,09/2013,2020,12,196.0,Rp82.055.300,,
4662,657,Mastercard,5220530694931902,05/2030,201,Rp37.948.000,09/2013,2013,9,231.0,Rp95.788.600,,
4663,909,Mastercard,5275728896235468,05/2026,479,Rp6.172.000,09/2013,2020,11,614.0,Rp224.590.800,,
4664,937,Mastercard,5569049232811437,02/2026,598,Rp14.482.000,09/2013,2018,604,,,,
4665,768,Mastercard,5359168203636426,04/2030,84,Rp17.424.000,09/2013,2014,604,,,,
4666,595,Mastercard,5406659343798231,12/2028,868,Rp22.606.000,09/2013,2013,0,70.0,Rp57.065.900,,
4667,595,Mastercard,5007147574833881,04/2028,560,Rp26.337.000,09/2013,2013,11,70.0,Rp50.636.600,,
4668,81,Mastercard,5419443574655374,10/2029,520,Rp20.868.000,09/2013,2013,12,103.0,Rp98.107.700,,
4669,377,Mastercard,5022081495088085,10/2028,893,Rp3.979.000,09/2013,2013,5,100.0,Rp77.868.900,,
4670,480,Mastercard,5178103003337414,07/2030,944,Rp13.650.000,09/2013,2016,7,80.0,Rp184.295.400,,
4671,1507,Mastercard,5902106574231833,07/2027,726,Rp30.710.000,09/2013,2020,12,133.0,Rp88.503.100,1.0,Rp1.929.900
4672,1150,Mastercard,5770382684241108,10/2026,832,Rp46.264.000,09/2013,2013,20,250.0,Rp140.808.400,,
4673,1413,Mastercard,5703901298391167,10/2029,436,Rp24.417.000,11/2010,2021,22,18.0,Rp7.181.700,,
4674,1142,Mastercard,5114438569807444,02/2026,461,Rp69.011.000,09/2013,2018,10,144.0,Rp118.820.900,,
4675,921,Mastercard,5570607538229113,02/2030,572,Rp47.928.000,09/2013,2013,20,121.0,Rp127.607.100,,
4676,209,Mastercard,5607093669748051,12/2027,968,Rp3.933.000,09/2013,2015,11,143.0,Rp57.169.700,,
4677,1030,Mastercard,5943712275580272,07/2029,212,Rp30.049.000,11/2008,2014,604,,,,
4678,465,Mastercard,5613327518828278,06/2027,118,Rp9.100.000,09/2013,2013,26,113.0,Rp77.945.000,2.0,Rp3.060.800
4680,1678,Mastercard,"5,12794E+15",01/2029,896,Rp47.735.000,09/2013,2016,1,138.0,Rp65.418.900,,
4681,1609,Mastercard,5595385125014567,08/2029,519,Rp53.382.000,09/2013,2013,15,125.0,Rp89.736.100,,
4682,1264,Mastercard,5666750494047679,04/2029,756,Rp16.893.000,09/2013,2013,604,,,,
4683,133,Mastercard,5386540540263311,03/2030,26,Rp39.534.000,09/2013,2016,23,234.0,Rp186.853.600,,
4685,1448,Visa,4083033843851772,01/2026,173,Rp46.992.000,09/2013,2018,13,653.0,Rp327.629.100,,
4686,1758,Visa,4716755530325962,12/2030,821,Rp12.988.000,09/2013,2015,11,185.0,Rp54.682.300,,
4687,1543,Visa,4134342241718161,02/2030,354,Rp84.927.000,09/2013,2016,28,356.0,Rp228.975.800,,
4689,711,Visa,"4,46002E+15",01/2026,704,Rp15.003.000,09/2013,2016,3,568.0,Rp521.942.200,,
4690,1097,Visa,4438751767989238,05/2028,781,Rp27.174.000,09/2013,2015,12,208.0,Rp93.525.200,,
4691,1095,Visa,4761404556606276,06/2027,579,Rp25.832.000,09/2013,2014,12,85.0,Rp42.142.600,,
4692,1675,Visa,4666278208440963,04/2028,682,Rp31.496.000,09/2013,2016,7,147.0,Rp134.011.700,,
4693,1221,Visa,"4,17343E+15",09/2026,872,Rp11.611.000,09/2013,2016,8,130.0,Rp69.799.200,,
4694,1885,Visa,4806392673999553,05/2030,788,Rp29.392.000,09/2013,2019,28,105.0,Rp62.191.100,,
4695,1407,Visa,4681503612415898,02/2029,86,Rp13.336.000,09/2013,2015,7,178.0,Rp150.265.000,,
4696,1173,Visa,4547819605508075,06/2030,410,Rp2.106.000,09/2013,2013,19,141.0,Rp56.977.800,,
4697,1683,Visa,4635941322761456,03/2026,691,Rp9.334.000,09/2013,2013,604,,,,
4698,727,Visa,4379930917559486,11/2029,210,Rp16.788.000,09/2013,2015,19,91.0,Rp55.110.500,,
4699,982,Visa,4793775442106825,09/2026,996,Rp44.608.000,09/2013,2013,604,,,,
4700,1411,Visa,4698652103391033,05/2027,88,Rp5.413.000,09/2013,2021,18,136.0,Rp82.713.000,,
4701,1183,Visa,4985248597765518,11/2026,814,Rp14.278.000,09/2013,2020,11,145.0,Rp177.252.600,,
4702,1808,Visa,4982389408699603,08/2027,536,Rp14.278.000,09/2013,2013,9,147.0,Rp108.199.900,,
4704,376,Visa,4061229587825801,08/2030,127,Rp4.230.000,09/2013,2018,16,318.0,Rp127.920.400,,
4705,468,Amex,338642228553287,08/2030,678,Rp20.554.000,09/2014,2014,24,163.0,Rp167.577.000,1.0,Rp2.953.300
4706,1718,Mastercard,5191030913182493,06/2030,360,Rp25.190.000,09/2014,2014,5,376.0,Rp199.127.300,,
4707,511,Mastercard,5377858405611171,01/2030,24,Rp18.605.000,09/2014,2015,13,268.0,Rp154.881.000,,
4708,543,Mastercard,5534901273086337,12/2029,387,Rp9.762.000,09/2014,2014,21,197.0,Rp111.063.400,,
4709,1009,Mastercard,5124862044427461,08/2027,457,Rp31.267.000,09/2014,2016,3,106.0,Rp31.378.700,,
4710,1424,Mastercard,5033949193863455,05/2027,76,Rp12.552.000,09/2014,2016,4,378.0,Rp127.885.200,,
4711,1818,Mastercard,"5,40388E+15",06/2030,553,Rp57.915.000,09/2014,2020,15,342.0,Rp272.695.800,1.0,Rp30.600
4712,629,Mastercard,5774618783513739,01/2026,902,Rp50.909.000,09/2014,2014,29,97.0,Rp83.262.200,,
4713,73,Mastercard,5049713217655208,07/2029,980,Rp18.671.000,09/2014,2017,30,109.0,Rp154.185.500,,
4714,1031,Mastercard,5972887381229032,02/2026,441,Rp19.142.000,09/2014,2014,14,25.0,Rp19.075.000,,
4715,716,Mastercard,"5,16835E+15",02/2030,700,Rp15.376.000,09/2014,2014,5,366.0,Rp210.291.900,,
4716,1445,Mastercard,5921922339179106,01/2028,885,Rp22.012.000,09/2014,2015,26,214.0,Rp46.668.700,,
4717,394,Mastercard,5853043877946018,06/2029,333,Rp36.573.000,09/2014,2014,7,289.0,Rp148.064.000,2.0,-Rp2.517.400
4718,641,Mastercard,5316778308007531,01/2028,916,Rp19.259.000,09/2014,2014,8,305.0,Rp158.420.300,,
4719,1757,Mastercard,5498435631041773,09/2026,7,Rp16.945.000,09/2014,2016,16,99.0,Rp33.245.200,,
4720,1481,Mastercard,5746148101457486,06/2028,950,Rp692.000,09/2014,2019,604,,,,
4721,642,Mastercard,5229231041808987,01/2027,670,Rp13.826.000,11/2009,2014,604,,,,
4723,1006,Mastercard,5422477428882353,01/2029,49,Rp27.070.000,09/2014,2016,18,196.0,Rp104.436.600,,
4725,839,Mastercard,5995510727358219,06/2026,873,Rp58.354.000,09/2014,2015,13,142.0,Rp135.893.100,,
4726,1525,Mastercard,5501198442764705,04/2031,847,Rp466.000,09/2010,2014,32,7.0,Rp4.950.800,,
4727,1183,Mastercard,5983398661297116,02/2028,300,Rp24.227.000,10/2010,2014,28,5.0,Rp3.099.300,,
4728,1638,Mastercard,5949659577533309,05/2026,808,Rp20.863.000,09/2014,2016,25,146.0,Rp69.422.600,,
4729,1500,Mastercard,5662784777670002,12/2026,195,Rp21.966.000,09/2014,2016,14,108.0,Rp99.011.400,,
4730,1443,Mastercard,5449645261322618,03/2028,354,Rp25.719.000,09/2014,2016,27,257.0,Rp160.716.100,,
4731,683,Mastercard,5587200077332468,12/2029,661,Rp32.478.000,09/2014,2015,30,177.0,Rp220.191.100,,
4733,1447,Mastercard,5861460389220807,02/2028,901,Rp5.648.000,09/2014,2014,604,,,,
4734,1616,Mastercard,5877792740240707,09/2028,793,Rp35.930.000,09/2014,2015,12,298.0,Rp445.420.900,,
4735,858,Visa,4899127312611091,07/2030,490,Rp16.788.000,09/2014,2016,25,158.0,Rp89.523.900,1.0,Rp1.303.200
4736,1485,Visa,4998107869531292,11/2029,358,Rp20.057.000,09/2014,2020,16,207.0,Rp136.236.400,,
4737,1966,Visa,4255500869023678,03/2030,402,Rp16.318.000,09/2014,2016,23,259.0,Rp106.560.700,,
4738,1615,Visa,4577924057885157,05/2029,594,Rp35.004.000,09/2014,2016,30,56.0,Rp48.805.500,1.0,Rp638.700
4739,1167,Visa,4576167031845753,08/2027,540,Rp19.612.000,09/2014,2014,604,,,,
4740,250,Visa,4422778420591987,05/2027,40,Rp11.297.000,09/2014,2014,8,47.0,Rp49.437.200,,
4741,1873,Visa,4745779615480432,01/2029,502,Rp12.081.000,09/2014,2014,27,297.0,Rp200.658.500,,
4742,1646,Visa,"4,98604E+15",03/2028,231,Rp14.121.000,09/2014,2016,21,116.0,Rp69.332.900,,
4743,1634,Visa,4203303995031482,01/2030,367,Rp6.433.000,09/2014,2014,29,61.0,Rp22.726.800,,
4744,1996,Visa,4339413642488223,12/2018,77,Rp0,12/2012,2022,604,,,,
